0.01137472	-0.012707798	-0.0016721167	0.05065454	0.001976289	0.040769376	-0.05591148	0.03642662	0.07262067	-0.013918238	-0.08132475	-0.002808152	0.0055622626	-0.04895122	0.054238006	-0.061029904
-0.006907424	-0.019605296	0.06455944	0.017687002	-0.0078318305	0.022768201	-0.0011179668	0.0739759	0.020531027	0.054772284	-0.010566505	0.04569262	-0.06561258	-0.029934334	0.003940671	-0.05279692
-0.27809045	-0.4321572	0.3373087	0.30760318	-0.27527404	0.3793017	-0.3254974	0.32534826	0.36262646	0.3075791	-0.29127422	0.26574278	-0.34331134	-0.28822413	0.3605812	-0.28748158
-0.084130935	-0.09023053	0.01967127	0.09210292	-0.040729884	0.015928095	-0.038696777	0.047937572	0.055229098	0.033869777	-0.08413971	0.03225634	-0.110012256	-0.1011898	0.011256438	-0.09835363
-0.1853364	-0.27441263	0.22477889	0.1968113	-0.258064	0.27398863	-0.28668812	0.2453499	0.21045475	0.2600267	-0.23224838	0.27437395	-0.21857847	-0.192208	0.20660877	-0.24674504
0.19332792	0.2951024	-0.20384273	-0.22450447	0.2153259	-0.22081147	0.2802063	-0.21053214	-0.22906573	-0.2772009	0.26053914	-0.22047204	0.26446936	0.24813274	-0.30853176	0.24524918
-0.19379146	-0.260489	0.15100789	0.1859548	-0.16533826	0.23567235	-0.1996187	0.2123605	0.16851182	0.21290444	-0.23545471	0.16046084	-0.21862759	-0.16698895	0.25401077	-0.15691969
-0.21248244	-0.32520178	0.20836616	0.26222906	-0.24143174	0.24076468	-0.24561217	0.23369254	0.26348603	0.23021601	-0.19198331	0.22384611	-0.2290448	-0.21279314	0.25565952	-0.17846434
-0.15005928	-0.19789998	0.14324605	0.13157688	-0.08482726	0.12332001	-0.14573377	0.095301285	0.1310109	0.10475127	-0.16453263	0.1455273	-0.1732985	-0.11128339	0.19956769	-0.119898215
0.05809179	0.10951164	-0.078960165	-0.07893755	0.1063797	-0.09132751	0.053734515	-0.036323454	-0.043401	-0.07901997	0.10330002	-0.09483571	0.0828292	0.04339606	-0.10040193	0.071942486
0.24730162	0.320392	-0.26798275	-0.23696288	0.216431	-0.2954839	0.3156285	-0.3108093	-0.22773924	-0.23593973	0.28906766	-0.2610447	0.29737225	0.279311	-0.33869588	0.26376498
0.1776813	0.20884465	-0.1465769	-0.1746387	0.15185837	-0.17282364	0.15978836	-0.21307535	-0.18622339	-0.15641028	0.17749903	-0.20564243	0.20280182	0.14141862	-0.22605537	0.18857661
0.20082957	0.338801	-0.25172982	-0.26419434	0.22381446	-0.25937364	0.26768795	-0.22537878	-0.21015553	-0.2816471	0.27899268	-0.21838419	0.30358782	0.21260956	-0.28567022	0.18441741
-0.26688486	-0.32239896	0.24721383	0.28196636	-0.19402607	0.28155598	-0.26363423	0.21073256	0.2377362	0.22370891	-0.22580968	0.26820266	-0.33273497	-0.22829612	0.2752797	-0.21272881
-0.046169315	-0.10722735	0.011722294	0.08074215	-0.048511967	0.05703512	-0.059641156	0.006212871	0.045247253	0.005692867	-0.067065045	0.024342213	-0.07363566	-0.0066283694	0.022970574	-0.01665959
0.010362652	-0.05578465	-0.020194726	0.0066808853	-0.038022406	0.06813885	0.0040541217	0.046225123	0.0068824356	-0.0066242586	-0.046534173	0.062974125	-0.047544193	-0.0062378147	-0.0040468452	-0.010696561
0.26891232	0.3395917	-0.22511943	-0.30361244	0.2270518	-0.2881744	0.2997398	-0.2585565	-0.2571196	-0.24525966	0.2947622	-0.2739972	0.36620942	0.29964247	-0.273218	0.27084103
0.18568657	0.33206388	-0.24815342	-0.2695568	0.20377328	-0.24314828	0.28991163	-0.25046182	-0.24776836	-0.21858725	0.27258408	-0.1981409	0.25258255	0.17527065	-0.2564666	0.24560574
-0.1394648	-0.13954395	0.1390413	0.08834577	-0.11257874	0.124454565	-0.10898984	0.07509517	0.09860976	0.07931181	-0.15204057	0.06425031	-0.15853877	-0.04828463	0.056612864	-0.110767424
0.03191423	0.036920927	-0.03691977	-0.06343368	0.008164159	-0.049663752	0.0521204	-0.07002306	0.0117856255	-0.06410142	0.0014660449	-0.032437056	0.005711162	0.054289863	-0.04031209	0.07798876
0.28100532	0.36181924	-0.2977608	-0.2883569	0.23121725	-0.30517483	0.34938502	-0.26815692	-0.28892604	-0.25505462	0.29008055	-0.24592033	0.3449659	0.30095452	-0.32211488	0.23823771
-0.1749902	-0.1941522	0.1883448	0.17738436	-0.20055333	0.14463677	-0.1440326	0.19555438	0.1746487	0.21081667	-0.23575307	0.15411001	-0.16853893	-0.123049974	0.18436383	-0.17695707
